ward_section_concatenated,ward,section,month_name,month_number,dates,year,dates_list,date
1317,13,17,AUGUST,8,"4,5",2025,5,2025-08-05
1317,13,17,OCTOBER,10,"21,22",2025,21,2025-10-21
1317,13,17,OCTOBER,10,"21,22",2025,22,2025-10-22
1318,13,18,MAY,5,"19,20",2025,19,2025-05-19
1318,13,18,MAY,5,"19,20",2025,20,2025-05-20
1318,13,18,AUGUST,8,"6,7",2025,6,2025-08-06
1318,13,18,AUGUST,8,"6,7",2025,7,2025-08-07
1318,13,18,OCTOBER,10,"23,24",2025,23,2025-10-23
1318,13,18,OCTOBER,10,"23,24",2025,24,2025-10-24
1319,13,19,MAY,5,"21,22",2025,21,2025-05-21
1319,13,19,MAY,5,"21,22",2025,22,2025-05-22
1319,13,19,AUGUST,8,"8,11",2025,8,2025-08-08
1319,13,19,AUGUST,8,"8,11",2025,11,2025-08-11
1319,13,19,OCTOBER,10,"27,28",2025,27,2025-10-27
1319,13,19,OCTOBER,10,"27,28",2025,28,2025-10-28
1320,13,20,MAY,5,"23,27",2025,23,2025-05-23
1320,13,20,MAY,5,"23,27",2025,27,2025-05-27
1320,13,20,AUGUST,8,"12,13",2025,12,2025-08-12
1320,13,20,AUGUST,8,"12,13",2025,13,2025-08-13
1320,13,20,OCTOBER,10,"29,30",2025,29,2025-10-29
1320,13,20,OCTOBER,10,"29,30",2025,30,2025-10-30
1321,13,21,MAY,5,"28,29",2025,28,2025-05-28
1321,13,21,MAY,5,"28,29",2025,29,2025-05-29
1321,13,21,AUGUST,8,"14,15",2025,14,2025-08-14
1321,13,21,AUGUST,8,"14,15",2025,15,2025-08-15
1321,13,21,OCTOBER,10,31,2025,31,2025-10-31
1321,13,21,NOVEMBER,11,3,2025,3,2025-11-03
1322,13,22,MAY,5,30,2025,30,2025-05-30
1322,13,22,JUNE,6,2,2025,2,2025-06-02
1322,13,22,AUGUST,8,"19,19",2025,19,2025-08-19
1322,13,22,AUGUST,8,"19,19",2025,19,2025-08-19
1322,13,22,NOVEMBER,11,"4,5",2025,4,2025-11-04
1322,13,22,NOVEMBER,11,"4,5",2025,5,2025-11-05
1323,13,23,JUNE,6,"3,4",2025,3,2025-06-03
1323,13,23,JUNE,6,"3,4",2025,4,2025-06-04
1323,13,23,AUGUST,8,"20,21",2025,20,2025-08-20
1323,13,23,AUGUST,8,"20,21",2025,21,2025-08-21
1323,13,23,NOVEMBER,11,"6,7",2025,6,2025-11-06
1323,13,23,NOVEMBER,11,"6,7",2025,7,2025-11-07
1324,13,24,JUNE,6,"5,6",2025,5,2025-06-05
1324,13,24,JUNE,6,"5,6",2025,6,2025-06-06
1324,13,24,AUGUST,8,"22,25",2025,22,2025-08-22
1324,13,24,AUGUST,8,"22,25",2025,25,2025-08-25
1324,13,24,NOVEMBER,11,"10,12",2025,10,2025-11-10
1324,13,24,NOVEMBER,11,"10,12",2025,12,2025-11-12
1325,13,25,JUNE,6,"9,10",2025,9,2025-06-09
1325,13,25,JUNE,6,"9,10",2025,10,2025-06-10
1325,13,25,AUGUST,8,"26,27",2025,26,2025-08-26
1325,13,25,AUGUST,8,"26,27",2025,27,2025-08-27
1325,13,25,NOVEMBER,11,"13,14",2025,13,2025-11-13
1325,13,25,NOVEMBER,11,"13,14",2025,14,2025-11-14
1326,13,26,JUNE,6,"11,12",2025,11,2025-06-11
1326,13,26,JUNE,6,"11,12",2025,12,2025-06-12
1326,13,26,AUGUST,8,"28,29",2025,28,2025-08-28
1326,13,26,AUGUST,8,"28,29",2025,29,2025-08-29
1326,13,26,NOVEMBER,11,"17,18",2025,17,2025-11-17
1326,13,26,NOVEMBER,11,"17,18",2025,18,2025-11-18
1327,13,27,JUNE,6,"13,16",2025,13,2025-06-13
1327,13,27,JUNE,6,"13,16",2025,16,2025-06-16
1327,13,27,SEPTEMBER,9,"2,3",2025,2,2025-09-02
1327,13,27,SEPTEMBER,9,"2,3",2025,3,2025-09-03
1327,13,27,NOVEMBER,11,"19,20",2025,19,2025-11-19
1327,13,27,NOVEMBER,11,"19,20",2025,20,2025-11-20
1401,14,01,APRIL,4,"1,2",2025,1,2025-04-01
1401,14,01,APRIL,4,"1,2",2025,2,2025-04-02
1401,14,01,MAY,5,"21,22",2025,21,2025-05-21
1401,14,01,MAY,5,"21,22",2025,22,2025-05-22
1401,14,01,JULY,7,"15,16",2025,15,2025-07-15
1401,14,01,JULY,7,"15,16",2025,16,2025-07-16
1401,14,01,SEPTEMBER,9,"4,5",2025,4,2025-09-04
1401,14,01,SEPTEMBER,9,"4,5",2025,5,2025-09-05
1401,14,01,OCTOBER,10,"27,28",2025,27,2025-10-27
1401,14,01,OCTOBER,10,"27,28",2025,28,2025-10-28
1402,14,02,APRIL,4,"3,4",2025,3,2025-04-03
1402,14,02,APRIL,4,"3,4",2025,4,2025-04-04
1402,14,02,MAY,5,"23,27",2025,23,2025-05-23
1402,14,02,MAY,5,"23,27",2025,27,2025-05-27
1402,14,02,JULY,7,"17,18",2025,17,2025-07-17
1402,14,02,JULY,7,"17,18",2025,18,2025-07-18
1402,14,02,SEPTEMBER,9,"8,9",2025,8,2025-09-08
1402,14,02,SEPTEMBER,9,"8,9",2025,9,2025-09-09
1402,14,02,OCTOBER,10,"29,30",2025,29,2025-10-29
1402,14,02,OCTOBER,10,"29,30",2025,30,2025-10-30
1403,14,03,APRIL,4,"7,8",2025,7,2025-04-07
1403,14,03,APRIL,4,"7,8",2025,8,2025-04-08
1403,14,03,MAY,5,"28,29",2025,28,2025-05-28
1403,14,03,MAY,5,"28,29",2025,29,2025-05-29
1403,14,03,JULY,7,"21,22",2025,21,2025-07-21
1403,14,03,JULY,7,"21,22",2025,22,2025-07-22
1403,14,03,SEPTEMBER,9,"10,11",2025,10,2025-09-10
1403,14,03,SEPTEMBER,9,"10,11",2025,11,2025-09-11
1403,14,03,OCTOBER,10,31,2025,31,2025-10-31
1403,14,03,NOVEMBER,11,3,2025,3,2025-11-03
1404,14,04,APRIL,4,"9,10",2025,9,2025-04-09
1404,14,04,APRIL,4,"9,10",2025,10,2025-04-10
1404,14,04,MAY,5,30,2025,30,2025-05-30
1404,14,04,JUNE,6,3,2025,3,2025-06-03
1404,14,04,JULY,7,"23,24",2025,23,2025-07-23
1404,14,04,JULY,7,"23,24",2025,24,2025-07-24
1404,14,04,SEPTEMBER,9,"12,15",2025,12,2025-09-12
1404,14,04,SEPTEMBER,9,"12,15",2025,15,2025-09-15
1404,14,04,NOVEMBER,11,"4,5",2025,4,2025-11-04
1404,14,04,NOVEMBER,11,"4,5",2025,5,2025-11-05
1405,14,05,APRIL,4,"11,14",2025,11,2025-04-11
1405,14,05,APRIL,4,"11,14",2025,14,2025-04-14
1405,14,05,JUNE,6,"3,4",2025,3,2025-06-03
1405,14,05,JUNE,6,"3,4",2025,4,2025-06-04
1405,14,05,JULY,7,"25,28",2025,25,2025-07-25
1405,14,05,JULY,7,"25,28",2025,28,2025-07-28
1405,14,05,SEPTEMBER,9,"16,17",2025,16,2025-09-16
1405,14,05,SEPTEMBER,9,"16,17",2025,17,2025-09-17
1405,14,05,NOVEMBER,11,"6,7",2025,6,2025-11-06
1405,14,05,NOVEMBER,11,"6,7",2025,7,2025-11-07
1406,14,06,APRIL,4,"15,16",2025,15,2025-04-15
1406,14,06,APRIL,4,"15,16",2025,16,2025-04-16
1406,14,06,JUNE,6,"5,6",2025,5,2025-06-05
1406,14,06,JUNE,6,"5,6",2025,6,2025-06-06
1406,14,06,JULY,7,"29,30",2025,29,2025-07-29
1406,14,06,JULY,7,"29,30",2025,30,2025-07-30
1406,14,06,SEPTEMBER,9,"18,19",2025,18,2025-09-18
1406,14,06,SEPTEMBER,9,"18,19",2025,19,2025-09-19
1406,14,06,NOVEMBER,11,"10,12",2025,10,2025-11-10
1406,14,06,NOVEMBER,11,"10,12",2025,12,2025-11-12
1407,14,07,APRIL,4,"17,18",2025,17,2025-04-17
1407,14,07,APRIL,4,"17,18",2025,18,2025-04-18
1407,14,07,JUNE,6,"9,10",2025,9,2025-06-09
1407,14,07,JUNE,6,"9,10",2025,10,2025-06-10
1407,14,07,JULY,7,31,2025,31,2025-07-31
1407,14,07,AUGUST,8,1,2025,1,2025-08-01
1407,14,07,SEPTEMBER,9,"22,23",2025,22,2025-09-22
1407,14,07,SEPTEMBER,9,"22,23",2025,23,2025-09-23
1407,14,07,NOVEMBER,11,"13,14",2025,13,2025-11-13
1407,14,07,NOVEMBER,11,"13,14",2025,14,2025-11-14
1408,14,08,APRIL,4,"21,22",2025,21,2025-04-21
1408,14,08,APRIL,4,"21,22",2025,22,2025-04-22
1408,14,08,JUNE,6,"11,12",2025,11,2025-06-11
1408,14,08,JUNE,6,"11,12",2025,12,2025-06-12
1408,14,08,AUGUST,8,"4,5",2025,4,2025-08-04
1408,14,08,AUGUST,8,"4,5",2025,5,2025-08-05
1408,14,08,SEPTEMBER,9,"24,25",2025,24,2025-09-24
1408,14,08,SEPTEMBER,9,"24,25",2025,25,2025-09-25
1408,14,08,NOVEMBER,11,"17,18",2025,17,2025-11-17
1408,14,08,NOVEMBER,11,"17,18",2025,18,2025-11-18
1409,14,09,APRIL,4,"23,24",2025,23,2025-04-23
1409,14,09,APRIL,4,"23,24",2025,24,2025-04-24
1409,14,09,JUNE,6,"13,16",2025,13,2025-06-13
1409,14,09,JUNE,6,"13,16",2025,16,2025-06-16
1409,14,09,AUGUST,8,"6,7",2025,6,2025-08-06
1409,14,09,AUGUST,8,"6,7",2025,7,2025-08-07
1409,14,09,SEPTEMBER,9,"26,29",2025,26,2025-09-26
1409,14,09,SEPTEMBER,9,"26,29",2025,29,2025-09-29
1409,14,09,NOVEMBER,11,"19,20",2025,19,2025-11-19
1409,14,09,NOVEMBER,11,"19,20",2025,20,2025-11-20
1410,14,10,APRIL,4,"25,26",2025,25,2025-04-25
1410,14,10,APRIL,4,"25,26",2025,26,2025-04-26
1410,14,10,JUNE,6,"17,18",2025,17,2025-06-17
1410,14,10,JUNE,6,"17,18",2025,18,2025-06-18
1410,14,10,AUGUST,8,"8,11",2025,8,2025-08-08
1410,14,10,AUGUST,8,"8,11",2025,11,2025-08-11
1410,14,10,SEPTEMBER,9,30,2025,30,2025-09-30
1410,14,10,OCTOBER,10,1,2025,1,2025-10-01
1410,14,10,NOVEMBER,11,"21,24",2025,21,2025-11-21
1410,14,10,NOVEMBER,11,"21,24",2025,24,2025-11-24
1411,14,11,APRIL,4,"29,30",2025,29,2025-04-29
1411,14,11,APRIL,4,"29,30",2025,30,2025-04-30
1411,14,11,JUNE,6,"20,23",2025,20,2025-06-20
1411,14,11,JUNE,6,"20,23",2025,23,2025-06-23
1411,14,11,AUGUST,8,"12,13",2025,12,2025-08-12
1411,14,11,AUGUST,8,"12,13",2025,13,2025-08-13
1411,14,11,OCTOBER,10,"2,3",2025,2,2025-10-02
1411,14,11,OCTOBER,10,"2,3",2025,3,2025-10-03
1412,14,12,MAY,5,"1,2",2025,1,2025-05-01
1412,14,12,MAY,5,"1,2",2025,2,2025-05-02
1412,14,12,JUNE,6,"24,25",2025,24,2025-06-24
1412,14,12,JUNE,6,"24,25",2025,25,2025-06-25
1412,14,12,AUGUST,8,"14,15",2025,14,2025-08-14
1412,14,12,AUGUST,8,"14,15",2025,15,2025-08-15
1412,14,12,OCTOBER,10,"6,7",2025,6,2025-10-06
1412,14,12,OCTOBER,10,"6,7",2025,7,2025-10-07
1413,14,13,MAY,5,"5,6",2025,5,2025-05-05
1413,14,13,MAY,5,"5,6",2025,6,2025-05-06
1413,14,13,JUNE,6,"26,27",2025,26,2025-06-26
1413,14,13,JUNE,6,"26,27",2025,27,2025-06-27
1413,14,13,AUGUST,8,"18,19",2025,18,2025-08-18
1413,14,13,AUGUST,8,"18,19",2025,19,2025-08-19
1413,14,13,OCTOBER,10,"8,9",2025,8,2025-10-08
1413,14,13,OCTOBER,10,"8,9",2025,9,2025-10-09
1414,14,14,MAY,5,"7,8",2025,7,2025-05-07
1414,14,14,MAY,5,"7,8",2025,8,2025-05-08
1414,14,14,JUNE,6,30,2025,30,2025-06-30
1414,14,14,JULY,7,1,2025,1,2025-07-01
1414,14,14,AUGUST,8,"20,21",2025,20,2025-08-20
1414,14,14,AUGUST,8,"20,21",2025,21,2025-08-21
1414,14,14,OCTOBER,10,"10,14",2025,10,2025-10-10
1414,14,14,OCTOBER,10,"10,14",2025,14,2025-10-14
1415,14,15,MAY,5,"9,12",2025,9,2025-05-09
1415,14,15,MAY,5,"9,12",2025,12,2025-05-12
1415,14,15,JULY,7,"2,3",2025,2,2025-07-02
1415,14,15,JULY,7,"2,3",2025,3,2025-07-03
1415,14,15,AUGUST,8,"22,25",2025,22,2025-08-22
1415,14,15,AUGUST,8,"22,25",2025,25,2025-08-25
1415,14,15,OCTOBER,10,"15,16",2025,15,2025-10-15
1415,14,15,OCTOBER,10,"15,16",2025,16,2025-10-16
1416,14,16,MAY,5,"13,14",2025,13,2025-05-13
1416,14,16,MAY,5,"13,14",2025,14,2025-05-14
1416,14,16,JULY,7,"7,8",2025,7,2025-07-07
1416,14,16,JULY,7,"7,8",2025,8,2025-07-08
1416,14,16,AUGUST,8,"26,27",2025,26,2025-08-26
1416,14,16,AUGUST,8,"26,27",2025,27,2025-08-27
1416,14,16,OCTOBER,10,"17,20",2025,17,2025-10-17
1416,14,16,OCTOBER,10,"17,20",2025,20,2025-10-20
1417,14,17,MAY,5,"15,16",2025,15,2025-05-15
1417,14,17,MAY,5,"15,16",2025,16,2025-05-16
1417,14,17,JULY,7,"9,10",2025,9,2025-07-09
1417,14,17,JULY,7,"9,10",2025,10,2025-07-10
1417,14,17,AUGUST,8,"28,29",2025,28,2025-08-28
1417,14,17,AUGUST,8,"28,29",2025,29,2025-08-29
1417,14,17,OCTOBER,10,"21,22",2025,21,2025-10-21
1417,14,17,OCTOBER,10,"21,22",2025,22,2025-10-22
1418,14,18,MAY,5,"19,20",2025,19,2025-05-19
1418,14,18,MAY,5,"19,20",2025,20,2025-05-20
1418,14,18,JULY,7,"11,14",2025,11,2025-07-11
1418,14,18,JULY,7,"11,14",2025,14,2025-07-14
1418,14,18,AUGUST,8,"2,3",2025,2,2025-08-02
1418,14,18,AUGUST,8,"2,3",2025,3,2025-08-03
1418,14,18,SEPTEMBER,9,"23,24",2025,23,2025-09-23
1418,14,18,SEPTEMBER,9,"23,24",2025,24,2025-09-24
1501,15,01,APRIL,4,"1,2,29,30",2025,1,2025-04-01
1501,15,01,APRIL,4,"1,2,29,30",2025,2,2025-04-02
1501,15,01,APRIL,4,"1,2,29,30",2025,29,2025-04-29
1501,15,01,APRIL,4,"1,2,29,30",2025,30,2025-04-30
1501,15,01,MAY,5,"28,29",2025,28,2025-05-28
1501,15,01,MAY,5,"28,29",2025,29,2025-05-29
1501,15,01,JUNE,6,"26,27",2025,26,2025-06-26
1501,15,01,JUNE,6,"26,27",2025,27,2025-06-27
1501,15,01,JULY,7,"25,28",2025,25,2025-07-25
1501,15,01,JULY,7,"25,28",2025,28,2025-07-28
1501,15,01,AUGUST,8,"22,25",2025,22,2025-08-22
1501,15,01,AUGUST,8,"22,25",2025,25,2025-08-25
1501,15,01,SEPTEMBER,9,"22,23",2025,22,2025-09-22
1501,15,01,SEPTEMBER,9,"22,23",2025,23,2025-09-23
1501,15,01,OCTOBER,10,"21,22",2025,21,2025-10-21
1501,15,01,OCTOBER,10,"21,22",2025,22,2025-10-22
1501,15,01,NOVEMBER,11,"19,20",2025,19,2025-11-19
1501,15,01,NOVEMBER,11,"19,20",2025,20,2025-11-20
1502,15,02,APRIL,4,"3,4",2025,3,2025-04-03
1502,15,02,APRIL,4,"3,4",2025,4,2025-04-04
1502,15,02,MAY,5,"1,2,30",2025,1,2025-05-01
1502,15,02,MAY,5,"1,2,30",2025,2,2025-05-02
1502,15,02,MAY,5,"1,2,30",2025,30,2025-05-30
1502,15,02,JUNE,6,"2,30",2025,2,2025-06-02
1502,15,02,JUNE,6,"2,30",2025,30,2025-06-30
1502,15,02,JULY,7,"1,29,30",2025,1,2025-07-01
1502,15,02,JULY,7,"1,29,30",2025,29,2025-07-29
1502,15,02,JULY,7,"1,29,30",2025,30,2025-07-30
1502,15,02,AUGUST,8,"26,27",2025,26,2025-08-26
1502,15,02,AUGUST,8,"26,27",2025,27,2025-08-27
1502,15,02,SEPTEMBER,9,"24,25",2025,24,2025-09-24
1502,15,02,SEPTEMBER,9,"24,25",2025,25,2025-09-25
1502,15,02,OCTOBER,10,"23,24",2025,23,2025-10-23
1502,15,02,OCTOBER,10,"23,24",2025,24,2025-10-24
1502,15,02,NOVEMBER,11,"21,24",2025,21,2025-11-21
1502,15,02,NOVEMBER,11,"21,24",2025,24,2025-11-24
1503,15,03,APRIL,4,"7,8",2025,7,2025-04-07
1503,15,03,APRIL,4,"7,8",2025,8,2025-04-08
1503,15,03,MAY,5,"5,6",2025,5,2025-05-05
1503,15,03,MAY,5,"5,6",2025,6,2025-05-06
1503,15,03,JUNE,6,"3,4",2025,3,2025-06-03
1503,15,03,JUNE,6,"3,4",2025,4,2025-06-04
1503,15,03,JULY,7,"2,3,31",2025,2,2025-07-02
1503,15,03,JULY,7,"2,3,31",2025,3,2025-07-03
1503,15,03,JULY,7,"2,3,31",2025,31,2025-07-31
1503,15,03,AUGUST,8,"1,28,29",2025,1,2025-08-01
1503,15,03,AUGUST,8,"1,28,29",2025,28,2025-08-28
1503,15,03,AUGUST,8,"1,28,29",2025,29,2025-08-29
1503,15,03,SEPTEMBER,9,"26,29",2025,26,2025-09-26
1503,15,03,SEPTEMBER,9,"26,29",2025,29,2025-09-29
1503,15,03,OCTOBER,10,"27,28",2025,27,2025-10-27
1503,15,03,OCTOBER,10,"27,28",2025,28,2025-10-28
1504,15,04,APRIL,4,"9,10",2025,9,2025-04-09
1504,15,04,APRIL,4,"9,10",2025,10,2025-04-10
1504,15,04,MAY,5,"7,8",2025,7,2025-05-07
1504,15,04,MAY,5,"7,8",2025,8,2025-05-08
1504,15,04,JUNE,6,"5,6",2025,5,2025-06-05
1504,15,04,JUNE,6,"5,6",2025,6,2025-06-06
1504,15,04,JULY,7,"7,8",2025,7,2025-07-07
1504,15,04,JULY,7,"7,8",2025,8,2025-07-08
1504,15,04,AUGUST,8,"4,5",2025,4,2025-08-04
1504,15,04,AUGUST,8,"4,5",2025,5,2025-08-05
1504,15,04,SEPTEMBER,9,"2,3,30",2025,2,2025-09-02
1504,15,04,SEPTEMBER,9,"2,3,30",2025,3,2025-09-03
1504,15,04,SEPTEMBER,9,"2,3,30",2025,30,2025-09-30
1504,15,04,OCTOBER,10,"1,29,30",2025,1,2025-10-01
1504,15,04,OCTOBER,10,"1,29,30",2025,29,2025-10-29
1504,15,04,OCTOBER,10,"1,29,30",2025,30,2025-10-30
1505,15,05,APRIL,4,"11,14",2025,11,2025-04-11
1505,15,05,APRIL,4,"11,14",2025,14,2025-04-14
1505,15,05,MAY,5,"9,12",2025,9,2025-05-09
1505,15,05,MAY,5,"9,12",2025,12,2025-05-12
1505,15,05,JUNE,6,"9,10",2025,9,2025-06-09
1505,15,05,JUNE,6,"9,10",2025,10,2025-06-10
1505,15,05,JULY,7,"9,10",2025,9,2025-07-09
1505,15,05,JULY,7,"9,10",2025,10,2025-07-10
1505,15,05,AUGUST,8,"6,7",2025,6,2025-08-06
1505,15,05,AUGUST,8,"6,7",2025,7,2025-08-07
1505,15,05,SEPTEMBER,9,"4,5",2025,4,2025-09-04
1505,15,05,SEPTEMBER,9,"4,5",2025,5,2025-09-05
1505,15,05,OCTOBER,10,"2,3,31",2025,2,2025-10-02
1505,15,05,OCTOBER,10,"2,3,31",2025,3,2025-10-03
1505,15,05,OCTOBER,10,"2,3,31",2025,31,2025-10-31
1505,15,05,NOVEMBER,11,3,2025,3,2025-11-03
1506,15,06,APRIL,4,"15,16",2025,15,2025-04-15
1506,15,06,APRIL,4,"15,16",2025,16,2025-04-16
1506,15,06,MAY,5,"13,14",2025,13,2025-05-13
1506,15,06,MAY,5,"13,14",2025,14,2025-05-14
1506,15,06,JUNE,6,"11,12",2025,11,2025-06-11
1506,15,06,JUNE,6,"11,12",2025,12,2025-06-12
1506,15,06,JULY,7,"11,14",2025,11,2025-07-11
1506,15,06,JULY,7,"11,14",2025,14,2025-07-14
1506,15,06,AUGUST,8,"8,11",2025,8,2025-08-08
1506,15,06,AUGUST,8,"8,11",2025,11,2025-08-11
1506,15,06,SEPTEMBER,9,"8,9",2025,8,2025-09-08
1506,15,06,SEPTEMBER,9,"8,9",2025,9,2025-09-09
1506,15,06,OCTOBER,10,"6,7",2025,6,2025-10-06
1506,15,06,OCTOBER,10,"6,7",2025,7,2025-10-07
1506,15,06,NOVEMBER,11,"4,5",2025,4,2025-11-04
1506,15,06,NOVEMBER,11,"4,5",2025,5,2025-11-05
1507,15,07,APRIL,4,"17,18",2025,17,2025-04-17
1507,15,07,APRIL,4,"17,18",2025,18,2025-04-18
1507,15,07,MAY,5,"15,16",2025,15,2025-05-15
1507,15,07,MAY,5,"15,16",2025,16,2025-05-16
1507,15,07,JUNE,6,"13,16",2025,13,2025-06-13
1507,15,07,JUNE,6,"13,16",2025,16,2025-06-16
1507,15,07,JULY,7,"15,16",2025,15,2025-07-15
1507,15,07,JULY,7,"15,16",2025,16,2025-07-16
1507,15,07,AUGUST,8,"12,13",2025,12,2025-08-12
1507,15,07,AUGUST,8,"12,13",2025,13,2025-08-13
1507,15,07,SEPTEMBER,9,"10,11",2025,10,2025-09-10
1507,15,07,SEPTEMBER,9,"10,11",2025,11,2025-09-11
1507,15,07,OCTOBER,10,"8,9",2025,8,2025-10-08
1507,15,07,OCTOBER,10,"8,9",2025,9,2025-10-09
1507,15,07,NOVEMBER,11,"6,7",2025,6,2025-11-06
1507,15,07,NOVEMBER,11,"6,7",2025,7,2025-11-07
1508,15,08,APRIL,4,"21,22",2025,21,2025-04-21
1508,15,08,APRIL,4,"21,22",2025,22,2025-04-22
1508,15,08,MAY,5,"19,20",2025,19,2025-05-19
1508,15,08,MAY,5,"19,20",2025,20,2025-05-20
1508,15,08,JUNE,6,"17,18",2025,17,2025-06-17
1508,15,08,JUNE,6,"17,18",2025,18,2025-06-18
1508,15,08,JULY,7,"17,18",2025,17,2025-07-17
1508,15,08,JULY,7,"17,18",2025,18,2025-07-18
1508,15,08,AUGUST,8,"14,15",2025,14,2025-08-14
1508,15,08,AUGUST,8,"14,15",2025,15,2025-08-15
1508,15,08,SEPTEMBER,9,"12,15",2025,12,2025-09-12
1508,15,08,SEPTEMBER,9,"12,15",2025,15,2025-09-15
1508,15,08,OCTOBER,10,"10,14",2025,10,2025-10-10
1508,15,08,OCTOBER,10,"10,14",2025,14,2025-10-14
1508,15,08,NOVEMBER,11,"10,12",2025,10,2025-11-10
1508,15,08,NOVEMBER,11,"10,12",2025,12,2025-11-12
1509,15,09,APRIL,4,"23,24",2025,23,2025-04-23
1509,15,09,APRIL,4,"23,24",2025,24,2025-04-24
1509,15,09,MAY,5,"21,22",2025,21,2025-05-21
1509,15,09,MAY,5,"21,22",2025,22,2025-05-22
1509,15,09,JUNE,6,"20,23",2025,20,2025-06-20
1509,15,09,JUNE,6,"20,23",2025,23,2025-06-23
1509,15,09,JULY,7,"21,22",2025,21,2025-07-21
1509,15,09,JULY,7,"21,22",2025,22,2025-07-22
1509,15,09,AUGUST,8,"18,19",2025,18,2025-08-18
1509,15,09,AUGUST,8,"18,19",2025,19,2025-08-19
1509,15,09,SEPTEMBER,9,"16,17",2025,16,2025-09-16
1509,15,09,SEPTEMBER,9,"16,17",2025,17,2025-09-17
1509,15,09,OCTOBER,10,"15,16",2025,15,2025-10-15
1509,15,09,OCTOBER,10,"15,16",2025,16,2025-10-16
1509,15,09,NOVEMBER,11,"13,14",2025,13,2025-11-13
1509,15,09,NOVEMBER,11,"13,14",2025,14,2025-11-14
1510,15,10,APRIL,4,"25,26",2025,25,2025-04-25
1510,15,10,APRIL,4,"25,26",2025,26,2025-04-26
1510,15,10,MAY,5,"23,27",2025,23,2025-05-23
1510,15,10,MAY,5,"23,27",2025,27,2025-05-27
1510,15,10,JUNE,6,"24,25",2025,24,2025-06-24
1510,15,10,JUNE,6,"24,25",2025,25,2025-06-25
1510,15,10,JULY,7,"23,24",2025,23,2025-07-23
1510,15,10,JULY,7,"23,24",2025,24,2025-07-24
1510,15,10,AUGUST,8,"20,21",2025,20,2025-08-20
1510,15,10,AUGUST,8,"20,21",2025,21,2025-08-21
1510,15,10,SEPTEMBER,9,"18,19",2025,18,2025-09-18
1510,15,10,SEPTEMBER,9,"18,19",2025,19,2025-09-19
1510,15,10,OCTOBER,10,"17,20",2025,17,2025-10-17
1510,15,10,OCTOBER,10,"17,20",2025,20,2025-10-20
1510,15,10,NOVEMBER,11,"17,18",2025,17,2025-11-17
1510,15,10,NOVEMBER,11,"17,18",2025,18,2025-11-18
1601,16,01,APRIL,4,"1,2",2025,1,2025-04-01
1601,16,01,APRIL,4,"1,2",2025,2,2025-04-02
1601,16,01,JUNE,6,"11,12",2025,11,2025-06-11
1601,16,01,JUNE,6,"11,12",2025,12,2025-06-12
1601,16,01,AUGUST,8,"22,25",2025,22,2025-08-22
1601,16,01,AUGUST,8,"22,25",2025,25,2025-08-25
1601,16,01,NOVEMBER,11,"4,5",2025,4,2025-11-04
1601,16,01,NOVEMBER,11,"4,5",2025,5,2025-11-05
1602,16,02,APRIL,4,"3,4",2025,3,2025-04-03
1602,16,02,APRIL,4,"3,4",2025,4,2025-04-04
1602,16,02,JUNE,6,"13,16",2025,13,2025-06-13
1602,16,02,JUNE,6,"13,16",2025,16,2025-06-16
1602,16,02,AUGUST,8,"26,27",2025,26,2025-08-26
1602,16,02,AUGUST,8,"26,27",2025,27,2025-08-27
1602,16,02,NOVEMBER,11,"6,7",2025,6,2025-11-06
1602,16,02,NOVEMBER,11,"6,7",2025,7,2025-11-07
1603,16,03,APRIL,4,"7,8",2025,7,2025-04-07
1603,16,03,APRIL,4,"7,8",2025,8,2025-04-08
1603,16,03,JUNE,6,"17,18",2025,17,2025-06-17
1603,16,03,JUNE,6,"17,18",2025,18,2025-06-18
1603,16,03,AUGUST,8,"28,29",2025,28,2025-08-28
1603,16,03,AUGUST,8,"28,29",2025,29,2025-08-29
1603,16,03,NOVEMBER,11,"10,12",2025,10,2025-11-10
1603,16,03,NOVEMBER,11,"10,12",2025,12,2025-11-12
1604,16,04,APRIL,4,"9,10",2025,9,2025-04-09
1604,16,04,APRIL,4,"9,10",2025,10,2025-04-10
1604,16,04,JUNE,6,"20,23",2025,20,2025-06-20
1604,16,04,JUNE,6,"20,23",2025,23,2025-06-23
1604,16,04,SEPTEMBER,9,"2,3",2025,2,2025-09-02
1604,16,04,SEPTEMBER,9,"2,3",2025,3,2025-09-03
1604,16,04,NOVEMBER,11,"13,14",2025,13,2025-11-13
1604,16,04,NOVEMBER,11,"13,14",2025,14,2025-11-14
1605,16,05,APRIL,4,"11,14",2025,11,2025-04-11
1605,16,05,APRIL,4,"11,14",2025,14,2025-04-14
1605,16,05,JUNE,6,"24,25",2025,24,2025-06-24
1605,16,05,JUNE,6,"24,25",2025,25,2025-06-25
1605,16,05,SEPTEMBER,9,"4,5",2025,4,2025-09-04
1605,16,05,SEPTEMBER,9,"4,5",2025,5,2025-09-05
1605,16,05,NOVEMBER,11,"17,18",2025,17,2025-11-17
1605,16,05,NOVEMBER,11,"17,18",2025,18,2025-11-18
1606,16,06,APRIL,4,"15,16",2025,15,2025-04-15
1606,16,06,APRIL,4,"15,16",2025,16,2025-04-16
1606,16,06,JUNE,6,"26,27",2025,26,2025-06-26
1606,16,06,JUNE,6,"26,27",2025,27,2025-06-27
1606,16,06,SEPTEMBER,9,"8,9",2025,8,2025-09-08
